| ROTPOSN | ROTPOSN end | accel age (s) |   bad |                      begin | duration (s) |                        end | nbars |     status | xaccels | yaccels |
|   -90.0 |       -90.0 |         0.035 | False | 2020-01-01 17:14:10.638000 |        1.565 | 2020-01-01 17:14:12.203000 |     0 |       Idle |    2854 |       0 |
|   -90.0 |       -90.0 |         0.124 | False | 2020-01-01 17:14:12.203000 |        0.089 | 2020-01-01 17:14:12.292000 |     0 |       Idle |    2854 |       0 |
|   -90.0 |       -90.0 |       206.868 | False | 2020-01-01 17:14:12.292000 |      206.744 | 2020-01-01 17:17:39.036000 |     0 |      Setup |    2854 |    4823 |
|   -90.0 |       -90.0 |       229.523 | False | 2020-01-01 17:17:39.036000 |       22.655 | 2020-01-01 17:18:01.691000 |     0 |      Setup |    2854 |    4823 |
|   -90.0 |       -90.0 |        265.34 | False | 2020-01-01 17:18:01.691000 |       35.817 | 2020-01-01 17:18:37.508000 |     0 |       Idle |    2854 |    4823 |
|   -90.0 |       -90.0 |       651.187 | False | 2020-01-01 17:18:37.508000 |      385.847 | 2020-01-01 17:25:03.355000 |    92 |     Moving |    2854 |    4823 |
|   -90.0 |       -90.0 |      2158.181 | False | 2020-01-01 17:25:03.355000 |     1506.994 | 2020-01-01 17:50:10.349000 |     0 |       Idle |    2854 |    4823 |
|   -90.0 |       -90.0 |      2181.847 | False | 2020-01-01 17:50:10.349000 |       23.666 | 2020-01-01 17:50:34.015000 |     0 |      Setup |    2854 |    4823 |
|   -90.0 |       -90.0 |      2224.836 | False | 2020-01-01 17:50:34.015000 |       42.989 | 2020-01-01 17:51:17.004000 |     0 |       Idle |    2854 |    4823 |
|   -90.0 |       -90.0 |         0.074 | False | 2020-01-01 17:51:17.004000 |      376.861 | 2020-01-01 17:57:33.865000 |    92 |     Moving |    1963 |    4864 |
|   -90.0 |      -148.0 |      1604.123 | False | 2020-01-01 17:57:33.865000 |     1604.049 | 2020-01-01 18:24:17.914000 |     0 |       Idle |    1963 |    4864 |
|  -148.0 |     -157.68 |       2434.57 | False | 2020-01-01 18:24:17.914000 |      830.447 | 2020-01-01 18:38:08.361000 |     0 |      Setup |    1963 |    4864 |
| -157.68 |     -157.65 |      2440.564 | False | 2020-01-01 18:38:08.361000 |        5.994 | 2020-01-01 18:38:14.355000 |     0 |      Setup |    1963 |    4864 |
| -157.65 |     -157.57 |      2461.342 | False | 2020-01-01 18:38:14.355000 |       20.778 | 2020-01-01 18:38:35.133000 |     0 |       Idle |    1963 |    4864 |
| -157.57 |     -157.16 |         0.024 | False | 2020-01-01 18:38:35.133000 |      104.547 | 2020-01-01 18:40:19.680000 |    19 |     Moving |    2897 |    5843 |
| -157.16 |       -40.0 |       811.565 | False | 2020-01-01 18:40:19.680000 |      811.541 | 2020-01-01 18:53:51.221000 |     0 |       Idle |    2897 |    5843 |
|   -40.0 |       -40.0 |       815.484 | False | 2020-01-01 18:53:51.221000 |        3.919 | 2020-01-01 18:53:55.140000 |     0 |      Setup |    2897 |    5843 |
|   -40.0 |       -80.0 |       923.385 | False | 2020-01-01 18:53:55.140000 |      107.901 | 2020-01-01 18:55:43.041000 |     0 |       Idle |    2897 |    5843 |
|   -80.0 |       -80.0 |         0.022 | False | 2020-01-01 18:55:43.041000 |       66.159 | 2020-01-01 18:56:49.200000 |    12 |     Moving |    3502 |    3277 |
|   -80.0 |       -36.0 |       353.848 | False | 2020-01-01 18:56:49.200000 |      353.826 | 2020-01-01 19:02:43.026000 |     0 |       Idle |    3502 |    3277 |
|   -36.0 |       -36.0 |        355.58 | False | 2020-01-01 19:02:43.026000 |        1.732 | 2020-01-01 19:02:44.758000 |     0 |      Setup |    3502 |    3277 |
|   -36.0 |       -36.0 |       449.073 | False | 2020-01-01 19:02:44.758000 |       93.493 | 2020-01-01 19:04:18.251000 |     0 |       Idle |    3502 |    3277 |
|   -36.0 |       -36.0 |          0.02 | False | 2020-01-01 19:04:18.251000 |        11.83 | 2020-01-01 19:04:30.081000 |     2 |     Moving |    4951 |    2767 |
|   -36.0 |       -39.8 |       321.275 | False | 2020-01-01 19:04:30.081000 |      321.255 | 2020-01-01 19:09:51.336000 |     0 |       Idle |    4951 |    2767 |
|   -39.8 |      -48.79 |       327.365 | False | 2020-01-01 19:09:51.336000 |         6.09 | 2020-01-01 19:09:57.426000 |     0 |      Setup |    4951 |    2767 |
|  -48.79 |      -148.0 |       400.854 | False | 2020-01-01 19:09:57.426000 |       73.489 | 2020-01-01 19:11:10.915000 |     0 |       Idle |    4951 |    2767 |
|  -148.0 |      -148.0 |         0.024 | False | 2020-01-01 19:11:10.915000 |      136.862 | 2020-01-01 19:13:27.777000 |    20 |     Moving |    2686 |    5827 |
|  -148.0 |      -148.0 |       241.382 | False | 2020-01-01 19:13:27.777000 |      241.358 | 2020-01-01 19:17:29.135000 |     0 |       Idle |    2686 |    5827 |
|  -148.0 |      -148.0 |       245.643 | False | 2020-01-01 19:17:29.135000 |        4.261 | 2020-01-01 19:17:33.396000 |     0 |      Setup |    2686 |    5827 |
|  -148.0 |      -148.0 |       273.463 | False | 2020-01-01 19:17:33.396000 |        27.82 | 2020-01-01 19:18:01.216000 |     0 |       Idle |    2686 |    5827 |
|  -148.0 |      -148.0 |         0.021 | False | 2020-01-01 19:18:01.216000 |      150.975 | 2020-01-01 19:20:32.191000 |    12 |     Moving |    2738 |    5884 |
|  -148.0 |      -148.0 |      9240.019 | False | 2020-01-01 19:20:32.191000 |     9239.998 | 2020-01-01 21:54:32.189000 |     0 |       Idle |    2738 |    5884 |
|  -148.0 |      -148.0 |      9292.961 | False | 2020-01-01 21:54:32.189000 |       52.942 | 2020-01-01 21:55:25.131000 |     0 |      Setup |    2738 |    5884 |
|  -148.0 |      -148.0 |      9294.042 | False | 2020-01-01 21:55:25.131000 |        1.081 | 2020-01-01 21:55:26.212000 |     0 |       Idle |    2738 |    5884 |
|  -148.0 |      -148.0 |         0.029 | False | 2020-01-01 21:55:26.212000 |      151.788 |        2020-01-01 21:57:58 |    12 |     Moving |    4211 |    7019 |
|  -148.0 |      -148.0 |       166.433 | False |        2020-01-01 21:57:58 |      166.404 | 2020-01-01 22:00:44.404000 |     0 |       Idle |    4211 |    7019 |
|  -148.0 |      -148.0 |       171.059 | False | 2020-01-01 22:00:44.404000 |        4.626 | 2020-01-01 22:00:49.030000 |     0 |      Setup |    4211 |    7019 |
|  -148.0 |      -148.0 |       172.141 | False | 2020-01-01 22:00:49.030000 |        1.082 | 2020-01-01 22:00:50.112000 |     0 |       Idle |    4211 |    7019 |
|  -148.0 |      -148.0 |         0.022 | False | 2020-01-01 22:00:50.112000 |      151.981 | 2020-01-01 22:03:22.093000 |    12 |     Moving |    4268 |    7049 |
|  -148.0 |      -148.0 |        14.229 | False | 2020-01-01 22:03:22.093000 |       14.207 | 2020-01-01 22:03:36.300000 |     0 |       Idle |    4268 |    7049 |
|  -148.0 |      -148.0 |          0.02 | False | 2020-01-01 22:03:36.300000 |        7.403 | 2020-01-01 22:03:43.703000 |     0 |     Moving |    4271 |    7052 |
|  -148.0 |      -148.0 |        14.219 | False | 2020-01-01 22:03:43.703000 |       14.199 | 2020-01-01 22:03:57.902000 |     0 |       Idle |    4271 |    7052 |
|  -148.0 |      -148.0 |         0.019 | False | 2020-01-01 22:03:57.902000 |        7.601 | 2020-01-01 22:04:05.503000 |     0 |     Moving |    4276 |    7053 |
|  -148.0 |     -190.63 |      8650.501 | False | 2020-01-01 22:04:05.503000 |     8650.482 | 2020-01-02 00:28:15.985000 |     0 |       Idle |    4276 |    7053 |
| -190.63 |     -226.79 |      8674.644 | False | 2020-01-02 00:28:15.985000 |       24.143 | 2020-01-02 00:28:40.128000 |     0 |      Setup |    4276 |    7053 |
| -226.79 |     -254.31 |      8692.585 | False | 2020-01-02 00:28:40.128000 |       17.941 | 2020-01-02 00:28:58.069000 |     0 |       Idle |    4276 |    7053 |
| -254.31 |     -282.38 |         0.064 | False | 2020-01-02 00:28:58.069000 |      365.217 | 2020-01-02 00:35:03.286000 |    92 |     Moving |    5832 |    4721 |
| -282.38 |      -282.4 |          23.2 | False | 2020-01-02 00:35:03.286000 |       23.136 | 2020-01-02 00:35:26.422000 |     0 |       Idle |    5832 |    4721 |
|  -282.4 |     -344.01 |       750.654 | False | 2020-01-02 00:35:26.422000 |      727.454 | 2020-01-02 00:47:33.876000 |     0 |      Setup |    5832 |    4721 |
| -344.01 |      -338.0 |       754.472 | False | 2020-01-02 00:47:33.876000 |        3.818 | 2020-01-02 00:47:37.694000 |     0 |      Setup |    5832 |    4721 |
|  -338.0 |     -328.99 |       760.272 | False | 2020-01-02 00:47:37.694000 |          5.8 | 2020-01-02 00:47:43.494000 |     0 |       Idle |    5832 |    4721 |
| -328.99 |      -282.4 |         0.022 | False | 2020-01-02 00:47:43.494000 |       74.901 | 2020-01-02 00:48:58.395000 |    10 |     Moving |    6183 |    6557 |
|  -282.4 |      -282.4 |       354.043 | False | 2020-01-02 00:48:58.395000 |      354.021 | 2020-01-02 00:54:52.416000 |     0 |       Idle |    6183 |    6557 |
|  -282.4 |      -282.4 |       358.321 | False | 2020-01-02 00:54:52.416000 |        4.278 | 2020-01-02 00:54:56.694000 |     0 |      Setup |    6183 |    6557 |
|  -282.4 |      -282.4 |       371.055 | False | 2020-01-02 00:54:56.694000 |       12.734 | 2020-01-02 00:55:09.428000 |     0 |       Idle |    6183 |    6557 |
|  -282.4 |      -282.4 |         0.024 | False | 2020-01-02 00:55:09.428000 |      175.406 | 2020-01-02 00:58:04.834000 |    10 |     Moving |    6166 |    6471 |
|  -282.4 |      -282.4 |      9824.703 | False | 2020-01-02 00:58:04.834000 |     9824.679 | 2020-01-02 03:41:49.513000 |     0 |       Idle |    6166 |    6471 |
|  -282.4 |      -282.4 |      9828.944 | False | 2020-01-02 03:41:49.513000 |        4.241 | 2020-01-02 03:41:53.754000 |     0 |      Setup |    6166 |    6471 |
|  -282.4 |      -282.4 |      9869.609 | False | 2020-01-02 03:41:53.754000 |       40.665 | 2020-01-02 03:42:34.419000 |     0 |       Idle |    6166 |    6471 |
|  -282.4 |      -282.4 |         0.027 | False | 2020-01-02 03:42:34.419000 |      173.107 | 2020-01-02 03:45:27.526000 |    10 |     Moving |    5810 |    4594 |
|  -282.4 |      -282.4 |       290.604 | False | 2020-01-02 03:45:27.526000 |      290.577 | 2020-01-02 03:50:18.103000 |     0 |       Idle |    5810 |    4594 |
|  -282.4 |      -282.4 |       294.596 | False | 2020-01-02 03:50:18.103000 |        3.992 | 2020-01-02 03:50:22.095000 |     0 |      Setup |    5810 |    4594 |
|  -282.4 |      -282.4 |       311.332 | False | 2020-01-02 03:50:22.095000 |       16.736 | 2020-01-02 03:50:38.831000 |     0 |       Idle |    5810 |    4594 |
|  -282.4 |      -282.4 |         0.027 | False | 2020-01-02 03:50:38.831000 |      173.115 | 2020-01-02 03:53:31.946000 |    10 |     Moving |    5793 |    4498 |
|  -282.4 |       -90.0 |     45660.797 | False | 2020-01-02 03:53:31.946000 |     45660.77 | 2020-01-02 16:34:32.716000 |     0 |       Idle |    5793 |    4498 |
|   -90.0 |       -90.0 |     45682.952 | False | 2020-01-02 16:34:32.716000 |       22.155 | 2020-01-02 16:34:54.871000 |     0 |      Setup |    5793 |    4498 |
|   -90.0 |       -90.0 |      45694.38 | False | 2020-01-02 16:34:54.871000 |       11.428 | 2020-01-02 16:35:06.299000 |     0 |       Idle |    5793 |    4498 |
|   -90.0 |       -90.0 |         0.064 | False | 2020-01-02 16:35:06.299000 |      364.083 | 2020-01-02 16:41:10.382000 |    92 |     Moving |    2854 |    4823 |
|   -90.0 |       -90.0 |      1687.683 | False | 2020-01-02 16:41:10.382000 |     1687.619 | 2020-01-02 17:09:18.001000 |     0 |       Idle |    2854 |    4823 |
|   -90.0 |       -90.0 |      1711.879 | False | 2020-01-02 17:09:18.001000 |       24.196 | 2020-01-02 17:09:42.197000 |     0 |      Setup |    2854 |    4823 |
|   -90.0 |       -90.0 |       1720.43 | False | 2020-01-02 17:09:42.197000 |        8.551 | 2020-01-02 17:09:50.748000 |     0 |       Idle |    2854 |    4823 |
|   -90.0 |       -90.0 |      2083.683 | False | 2020-01-02 17:09:50.748000 |      363.253 | 2020-01-02 17:15:54.001000 |    92 |     Moving |    2854 |    4823 |
|   -43.5 |       -43.5 |         0.036 | False | 2020-01-03 00:25:30.722000 |        1.775 | 2020-01-03 00:25:32.497000 |     0 |       Idle |    2854 |       0 |
|   -43.5 |       -43.5 |         0.125 | False | 2020-01-03 00:25:32.497000 |        0.089 | 2020-01-03 00:25:32.586000 |     0 |       Idle |    2854 |       0 |
|   -43.5 |      -282.4 |       250.875 | False | 2020-01-03 00:25:32.586000 |       250.75 | 2020-01-03 00:29:43.336000 |     0 |      Setup |    2854 |    4823 |
|  -282.4 |     -332.15 |       646.501 | False | 2020-01-03 00:29:43.336000 |      395.626 | 2020-01-03 00:36:18.962000 |     0 |      Setup |    2854 |    4823 |
| -332.15 |     -325.46 |       650.461 | False | 2020-01-03 00:36:18.962000 |         3.96 | 2020-01-03 00:36:22.922000 |     0 |      Setup |    2854 |    4823 |
| -325.46 |     -317.94 |        656.09 | False | 2020-01-03 00:36:22.922000 |        5.629 | 2020-01-03 00:36:28.551000 |     0 |       Idle |    2854 |    4823 |
| -317.94 |      -282.4 |         0.025 | False | 2020-01-03 00:36:28.551000 |       74.783 | 2020-01-03 00:37:43.334000 |    10 |     Moving |    6198 |    6625 |
|  -282.4 |      -282.4 |        377.01 | False | 2020-01-03 00:37:43.334000 |      376.985 | 2020-01-03 00:44:00.319000 |     0 |       Idle |    6198 |    6625 |
|  -282.4 |      -282.4 |       381.214 | False | 2020-01-03 00:44:00.319000 |        4.204 | 2020-01-03 00:44:04.523000 |     0 |      Setup |    6198 |    6625 |
|  -282.4 |      -282.4 |       390.643 | False | 2020-01-03 00:44:04.523000 |        9.429 | 2020-01-03 00:44:13.952000 |     0 |       Idle |    6198 |    6625 |
|  -282.4 |      -282.4 |         0.024 | False | 2020-01-03 00:44:13.952000 |      174.593 | 2020-01-03 00:47:08.545000 |    10 |     Moving |    6181 |    6537 |
|  -282.4 |      -282.4 |     10378.668 | False | 2020-01-03 00:47:08.545000 |    10378.644 | 2020-01-03 03:40:07.189000 |     0 |       Idle |    6181 |    6537 |
|  -282.4 |      -282.4 |      10382.64 | False | 2020-01-03 03:40:07.189000 |        3.972 | 2020-01-03 03:40:11.161000 |     0 |      Setup |    6181 |    6537 |
|  -282.4 |      -282.4 |     10428.846 | False | 2020-01-03 03:40:11.161000 |       46.206 | 2020-01-03 03:40:57.367000 |     0 |       Idle |    6181 |    6537 |
|  -282.4 |      -282.4 |         0.025 | False | 2020-01-03 03:40:57.367000 |      172.997 | 2020-01-03 03:43:50.364000 |    10 |     Moving |    5805 |    4567 |
|  -282.4 |      -282.4 |       197.633 | False | 2020-01-03 03:43:50.364000 |      197.608 | 2020-01-03 03:47:07.972000 |     0 |       Idle |    5805 |    4567 |
|  -282.4 |      -282.4 |       201.512 | False | 2020-01-03 03:47:07.972000 |        3.879 | 2020-01-03 03:47:11.851000 |     0 |      Setup |    5805 |    4567 |
|  -282.4 |      -282.4 |       236.535 | False | 2020-01-03 03:47:11.851000 |       35.023 | 2020-01-03 03:47:46.874000 |     0 |       Idle |    5805 |    4567 |
|  -282.4 |      -282.4 |         0.023 | False | 2020-01-03 03:47:46.874000 |      172.209 | 2020-01-03 03:50:39.083000 |    10 |     Moving |    5791 |    4486 |
|   -90.0 |       -90.0 |         0.036 | False | 2020-01-09 01:03:26.772000 |       36.075 | 2020-01-09 01:04:02.847000 |     0 |       Idle |    1964 |       0 |
|   -90.0 |       -90.0 |         0.128 | False | 2020-01-09 01:04:02.847000 |        0.092 | 2020-01-09 01:04:02.939000 |     0 |       Idle |    1964 |       0 |
|   -90.0 |       -90.0 |    572656.383 | False | 2020-01-09 01:04:02.939000 |   572656.255 | 2020-01-15 16:08:19.194000 |     0 |      Setup |    1964 |    4866 |
|   -90.0 |       -90.0 |    572679.577 | False | 2020-01-15 16:08:19.194000 |       23.194 | 2020-01-15 16:08:42.388000 |     0 |      Setup |    1964 |    4866 |
|   -90.0 |       -90.0 |      572695.1 | False | 2020-01-15 16:08:42.388000 |       15.523 | 2020-01-15 16:08:57.911000 |     0 |       Idle |    1964 |    4866 |
|   -90.0 |       -90.0 |    573046.457 | False | 2020-01-15 16:08:57.911000 |      351.357 | 2020-01-15 16:14:49.268000 |    92 |     Moving |    1964 |    4864 |
|   -90.0 |       -90.0 |    573392.913 | False | 2020-01-15 16:14:49.268000 |      346.456 | 2020-01-15 16:20:35.724000 |     0 |       Idle |    1964 |    4864 |
|   -90.0 |       -90.0 |    573417.451 | False | 2020-01-15 16:20:35.724000 |       24.538 | 2020-01-15 16:21:00.262000 |     0 |      Setup |    1964 |    4864 |
|   -90.0 |       -90.0 |    573433.475 | False | 2020-01-15 16:21:00.262000 |       16.024 | 2020-01-15 16:21:16.286000 |     0 |       Idle |    1964 |    4864 |
|   -90.0 |       -90.0 |         0.068 | False | 2020-01-15 16:21:16.286000 |      320.793 | 2020-01-15 16:26:37.079000 |    92 |     Moving |    1963 |    4863 |
|   -90.0 |       -90.0 |         0.036 | False | 2020-01-15 17:28:17.445000 |        1.686 | 2020-01-15 17:28:19.131000 |     0 |       Idle |    1963 |       0 |
|   -90.0 |       -90.0 |         0.125 | False | 2020-01-15 17:28:19.131000 |        0.089 | 2020-01-15 17:28:19.220000 |     0 |       Idle |    1963 |       0 |
|   -90.0 |       -90.0 |      6356.613 | False | 2020-01-15 17:28:19.220000 |     6356.488 | 2020-01-15 19:14:15.708000 |     0 |      Setup |    1963 |    4863 |
|   -90.0 |       -90.0 |      6363.197 | False | 2020-01-15 19:14:15.708000 |        6.584 | 2020-01-15 19:14:22.292000 |     0 |      Setup |    1963 |    4863 |
|   -90.0 |       -90.0 |      6364.689 | False | 2020-01-15 19:14:22.292000 |        1.492 | 2020-01-15 19:14:23.784000 |     0 |       Idle |    1963 |    4863 |
|   -90.0 |       -90.0 |         0.026 | False | 2020-01-15 19:14:23.784000 |      135.911 | 2020-01-15 19:16:39.695000 |    23 |     Moving |    2856 |    4824 |
|   -90.0 |       -90.0 |       482.623 | False | 2020-01-15 19:16:39.695000 |      482.597 | 2020-01-15 19:24:42.292000 |     0 |       Idle |    2856 |    4824 |
|   -90.0 |       -90.0 |       505.614 | False | 2020-01-15 19:24:42.292000 |       22.991 | 2020-01-15 19:25:05.283000 |     0 |      Setup |    2856 |    4824 |
|   -90.0 |       -90.0 |       507.798 | False | 2020-01-15 19:25:05.283000 |        2.184 | 2020-01-15 19:25:07.467000 |     0 |       Idle |    2856 |    4824 |
|   -90.0 |       -90.0 |         0.073 | False | 2020-01-15 19:25:07.467000 |      353.537 | 2020-01-15 19:31:01.004000 |    92 |     Moving |    2855 |    4823 |
|   -90.0 |       -90.0 |       444.381 | False | 2020-01-15 19:31:01.004000 |      444.308 | 2020-01-15 19:38:25.312000 |     0 |       Idle |    2855 |    4823 |
|   -90.0 |       -90.0 |       466.944 | False | 2020-01-15 19:38:25.312000 |       22.563 | 2020-01-15 19:38:47.875000 |     0 |      Setup |    2855 |    4823 |
|   -90.0 |       -90.0 |       468.526 | False | 2020-01-15 19:38:47.875000 |        1.582 | 2020-01-15 19:38:49.457000 |     0 |       Idle |    2855 |    4823 |
|   -90.0 |       -90.0 |       767.694 | False | 2020-01-15 19:38:49.457000 |      299.168 | 2020-01-15 19:43:48.625000 |    92 |     Moving |    2855 |    4823 |
|   -90.0 |       -90.0 |      3584.622 | False | 2020-01-15 19:43:48.625000 |     2816.928 | 2020-01-15 20:30:45.553000 |     0 |       Idle |    2855 |    4823 |
|   -90.0 |       -90.0 |      3609.373 | False | 2020-01-15 20:30:45.553000 |       24.751 | 2020-01-15 20:31:10.304000 |     0 |      Setup |    2855 |    4823 |
|   -90.0 |       -90.0 |      3618.188 | False | 2020-01-15 20:31:10.304000 |        8.815 | 2020-01-15 20:31:19.119000 |     0 |       Idle |    2855 |    4823 |
|   -90.0 |       -90.0 |      3935.635 | False | 2020-01-15 20:31:19.119000 |      317.447 | 2020-01-15 20:36:36.566000 |    92 |     Moving |    2855 |    4823 |
|   -90.0 |       -90.0 |         0.134 | False | 2020-01-17 17:35:27.920000 |        1.789 | 2020-01-17 17:35:29.709000 |     0 |       Idle |    1962 |       0 |
|   -90.0 |       -90.0 |         1.908 | False | 2020-01-17 17:35:29.709000 |        1.774 | 2020-01-17 17:35:31.483000 |     0 |      Setup |    1962 |    4862 |
|   -90.0 |       -90.0 |        16.221 | False | 2020-01-17 17:35:31.483000 |       14.313 | 2020-01-17 17:35:45.796000 |     0 |       Idle |    1962 |    4862 |
|   -90.0 |       -90.0 |        91.964 | False | 2020-01-17 17:35:45.796000 |       75.743 | 2020-01-17 17:37:01.539000 |    15 |     Moving |    1962 |    4862 |
|   -90.0 |       -90.0 |       217.281 | False | 2020-01-17 17:37:01.539000 |      125.317 | 2020-01-17 17:39:06.856000 |     0 |       Idle |    1962 |    4862 |
|   -90.0 |       -90.0 |       223.119 | False | 2020-01-17 17:39:06.856000 |        5.838 | 2020-01-17 17:39:12.694000 |     0 |      Setup |    1962 |    4862 |
|   -90.0 |       -90.0 |       231.841 | False | 2020-01-17 17:39:12.694000 |        8.722 | 2020-01-17 17:39:21.416000 |     0 |       Idle |    1962 |    4862 |
|   -90.0 |       -90.0 |       285.332 | False | 2020-01-17 17:39:21.416000 |       53.491 | 2020-01-17 17:40:14.907000 |    11 |     Moving |    1962 |    4862 |
|   -90.0 |       -90.0 |         429.3 | False | 2020-01-17 17:40:14.907000 |      143.968 | 2020-01-17 17:42:38.875000 |     0 |       Idle |    1962 |    4862 |
|   -90.0 |       -90.0 |       434.271 | False | 2020-01-17 17:42:38.875000 |        4.971 | 2020-01-17 17:42:43.846000 |     0 |      Setup |    1962 |    4862 |
|   -90.0 |       -90.0 |        443.49 | False | 2020-01-17 17:42:43.846000 |        9.219 | 2020-01-17 17:42:53.065000 |     0 |       Idle |    1962 |    4862 |
|   -90.0 |       -90.0 |       486.336 | False | 2020-01-17 17:42:53.065000 |       42.846 | 2020-01-17 17:43:35.911000 |     6 |     Moving |    1962 |    4861 |
|   -90.0 |        73.0 |      8990.291 | False | 2020-01-17 17:43:35.911000 |     8503.955 | 2020-01-17 20:05:19.866000 |     0 |       Idle |    1962 |    4861 |
|    73.0 |       -1.85 |      9739.593 | False | 2020-01-17 20:05:19.866000 |      749.302 | 2020-01-17 20:17:49.168000 |     0 |      Setup |    1962 |    4861 |
|   -1.85 |      -33.75 |      9744.987 |  True | 2020-01-17 20:17:49.168000 |        5.394 | 2020-01-17 20:17:54.562000 |     0 |      Setup |    1962 |    4861 |
|  -33.75 |      -449.0 |     10219.926 | False | 2020-01-17 20:17:54.562000 |      474.939 | 2020-01-17 20:25:49.501000 |     0 |       Idle |    1962 |    4861 |
|  -449.0 |      -449.0 |         0.023 | False | 2020-01-17 20:25:49.501000 |       76.006 | 2020-01-17 20:27:05.507000 |    15 |     Moving |    4729 |    3881 |
|  -449.0 |      172.76 |       429.206 | False | 2020-01-17 20:27:05.507000 |      429.183 | 2020-01-17 20:34:14.690000 |     0 |       Idle |    4729 |    3881 |
|  172.76 |     -357.64 |       435.077 |  True | 2020-01-17 20:34:14.690000 |        5.871 | 2020-01-17 20:34:20.561000 |     0 |      Setup |    4729 |    3881 |
| -357.64 |     -289.02 |       510.193 | False | 2020-01-17 20:34:20.561000 |       75.116 | 2020-01-17 20:35:35.677000 |     0 |       Idle |    4729 |    3881 |
| -289.02 |     -126.62 |         0.027 | False | 2020-01-17 20:35:35.677000 |      106.691 | 2020-01-17 20:37:22.368000 |    18 |     Moving |    4528 |    7009 |
| -126.62 |       72.94 |       701.632 | False | 2020-01-17 20:37:22.368000 |      701.605 | 2020-01-17 20:49:03.973000 |     0 |       Idle |    4528 |    7009 |
|   72.94 |       72.94 |       705.831 | False | 2020-01-17 20:49:03.973000 |        4.199 | 2020-01-17 20:49:08.172000 |     0 |      Setup |    4528 |    7009 |
|   72.94 |       72.94 |        714.04 | False | 2020-01-17 20:49:08.172000 |        8.209 | 2020-01-17 20:49:16.381000 |     0 |       Idle |    4528 |    7009 |
|   72.94 |       72.94 |         0.025 | False | 2020-01-17 20:49:16.381000 |      188.971 | 2020-01-17 20:52:25.352000 |    10 |     Moving |    5969 |    2920 |
|   72.94 |       72.94 |      2034.224 | False | 2020-01-17 20:52:25.352000 |     2034.199 | 2020-01-17 21:26:19.551000 |     0 |       Idle |    5969 |    2920 |
|   72.94 |       72.94 |      2056.185 | False | 2020-01-17 21:26:19.551000 |       21.961 | 2020-01-17 21:26:41.512000 |     0 |      Setup |    5969 |    2920 |
|   72.94 |       72.94 |      2732.698 | False | 2020-01-17 21:26:41.512000 |      676.513 | 2020-01-17 21:37:58.025000 |     0 |       Idle |    5969 |    2920 |
|   72.94 |        5.72 |          0.09 | False | 2020-01-17 21:37:58.025000 |       365.96 | 2020-01-17 21:44:03.985000 |    92 |     Moving |    7277 |    4335 |
|    5.72 |      -162.1 |      2016.343 |  True | 2020-01-17 21:44:03.985000 |     2016.253 | 2020-01-17 22:17:40.238000 |     0 |       Idle |    7277 |    4335 |
|  -162.1 |      -162.1 |       2019.67 | False | 2020-01-17 22:17:40.238000 |        3.327 | 2020-01-17 22:17:43.565000 |     0 |      Setup |    7277 |    4335 |
|  -162.1 |      -162.1 |      2028.322 | False | 2020-01-17 22:17:43.565000 |        8.652 | 2020-01-17 22:17:52.217000 |     0 |       Idle |    7277 |    4335 |
|  -162.1 |      -162.1 |         0.023 | False | 2020-01-17 22:17:52.217000 |       57.678 | 2020-01-17 22:18:49.895000 |    10 |     Moving |    2724 |    5051 |
|  -162.1 |      -162.1 |     10934.292 | False | 2020-01-17 22:18:49.895000 |    10934.269 | 2020-01-18 01:21:04.164000 |     0 |       Idle |    2724 |    5051 |
|  -162.1 |      -162.1 |     10938.439 | False | 2020-01-18 01:21:04.164000 |        4.147 | 2020-01-18 01:21:08.311000 |     0 |      Setup |    2724 |    5051 |
|  -162.1 |      -162.1 |     11109.097 | False | 2020-01-18 01:21:08.311000 |      170.658 | 2020-01-18 01:23:58.969000 |     0 |       Idle |    2724 |    5051 |
|  -162.1 |      -162.1 |     11113.306 | False | 2020-01-18 01:23:58.969000 |        4.209 | 2020-01-18 01:24:03.178000 |     0 |      Setup |    2724 |    5051 |
|  -162.1 |      -162.1 |     11149.791 | False | 2020-01-18 01:24:03.178000 |       36.485 | 2020-01-18 01:24:39.663000 |     0 |       Idle |    2724 |    5051 |
|  -162.1 |      -162.1 |     11154.004 | False | 2020-01-18 01:24:39.663000 |        4.213 | 2020-01-18 01:24:43.876000 |     0 |      Setup |    2724 |    5051 |
|  -162.1 |      -162.1 |     11162.214 | False | 2020-01-18 01:24:43.876000 |         8.21 | 2020-01-18 01:24:52.086000 |     0 |       Idle |    2724 |    5051 |
|  -162.1 |      -162.1 |     11166.267 | False | 2020-01-18 01:24:52.086000 |        4.053 | 2020-01-18 01:24:56.139000 |     0 |      Setup |    2724 |    5051 |
|  -162.1 |      -162.1 |     11383.454 | False | 2020-01-18 01:24:56.139000 |      217.187 | 2020-01-18 01:28:33.326000 |     0 |       Idle |    2724 |    5051 |
|  -162.1 |      -162.1 |     11387.367 | False | 2020-01-18 01:28:33.326000 |        3.913 | 2020-01-18 01:28:37.239000 |     0 |      Setup |    2724 |    5051 |
|  -162.1 |      -162.1 |     11399.966 | False | 2020-01-18 01:28:37.239000 |       12.599 | 2020-01-18 01:28:49.838000 |     0 |       Idle |    2724 |    5051 |
