| ROTPOSN | ROTPOSN end | accel age (s) |   bad |                      begin | duration (s) |                        end | nbars |     status | xaccels | yaccels |
|   105.0 |       105.0 |       325.036 | False | 2020-07-27 20:22:58.021000 |        2.282 | 2020-07-27 20:23:00.303000 |     0 |      Setup |    4239 |    3711 |
|   105.0 |       105.0 |       334.711 | False | 2020-07-27 20:23:00.303000 |        9.675 | 2020-07-27 20:23:09.978000 |     0 |       Idle |    4239 |    3711 |
|   105.0 |       105.0 |         0.022 | False | 2020-07-27 20:23:09.978000 |       12.034 | 2020-07-27 20:23:22.012000 |     2 |     Moving |    4273 |    3654 |
|   105.0 |       150.0 |      1801.184 | False | 2020-07-27 20:23:22.012000 |     1801.162 | 2020-07-27 20:53:23.174000 |     0 |       Idle |    4273 |    3654 |
|   150.0 |       150.0 |      1803.511 | False | 2020-07-27 20:53:23.174000 |        2.327 | 2020-07-27 20:53:25.501000 |     0 |      Setup |    4273 |    3654 |
|   150.0 |       150.0 |      1810.939 | False | 2020-07-27 20:53:25.501000 |        7.428 | 2020-07-27 20:53:32.929000 |     0 |       Idle |    4273 |    3654 |
|   150.0 |       150.0 |         0.028 | False | 2020-07-27 20:53:32.929000 |       12.076 | 2020-07-27 20:53:45.005000 |     2 |     Moving |    5968 |    3369 |
|   150.0 |       150.0 |       231.376 | False | 2020-07-27 20:53:45.005000 |      231.348 | 2020-07-27 20:57:36.353000 |     0 |       Idle |    5968 |    3369 |
|   150.0 |       150.0 |        233.57 | False | 2020-07-27 20:57:36.353000 |        2.194 | 2020-07-27 20:57:38.547000 |     0 |      Setup |    5968 |    3369 |
|   150.0 |       150.0 |       255.063 | False | 2020-07-27 20:57:38.547000 |       21.493 | 2020-07-27 20:58:00.040000 |     0 |       Idle |    5968 |    3369 |
|   150.0 |       150.0 |         0.007 | False | 2020-07-27 20:58:00.040000 |       12.075 | 2020-07-27 20:58:12.115000 |     2 |     Moving |    6018 |    3374 |
|   150.0 |       144.0 |       502.424 | False | 2020-07-27 20:58:12.115000 |      502.417 | 2020-07-27 21:06:34.532000 |     0 |       Idle |    6018 |    3374 |
|   144.0 |       144.0 |       504.627 | False | 2020-07-27 21:06:34.532000 |        2.203 | 2020-07-27 21:06:36.735000 |     0 |      Setup |    6018 |    3374 |
|   144.0 |       144.0 |       516.722 | False | 2020-07-27 21:06:36.735000 |       12.095 | 2020-07-27 21:06:48.830000 |     0 |       Idle |    6018 |    3374 |
|   144.0 |       144.0 |         0.023 | False | 2020-07-27 21:06:48.830000 |       11.824 | 2020-07-27 21:07:00.654000 |     2 |     Moving |    5948 |    3259 |
|   144.0 |       144.0 |       259.486 | False | 2020-07-27 21:07:00.654000 |      259.463 | 2020-07-27 21:11:20.117000 |     0 |       Idle |    5948 |    3259 |
|   144.0 |       144.0 |       261.827 | False | 2020-07-27 21:11:20.117000 |        2.341 | 2020-07-27 21:11:22.458000 |     0 |      Setup |    5948 |    3259 |
|   144.0 |       144.0 |       268.735 | False | 2020-07-27 21:11:22.458000 |        6.908 | 2020-07-27 21:11:29.366000 |     0 |       Idle |    5948 |    3259 |
|   144.0 |       144.0 |         0.029 | False | 2020-07-27 21:11:29.366000 |       11.993 | 2020-07-27 21:11:41.359000 |     2 |     Moving |    5999 |    3257 |
|   144.0 |       140.0 |       121.968 | False | 2020-07-27 21:11:41.359000 |      121.939 | 2020-07-27 21:13:43.298000 |     0 |       Idle |    5999 |    3257 |
|   140.0 |       140.0 |       124.141 | False | 2020-07-27 21:13:43.298000 |        2.173 | 2020-07-27 21:13:45.471000 |     0 |      Setup |    5999 |    3257 |
|   140.0 |       140.0 |       131.046 | False | 2020-07-27 21:13:45.471000 |        6.905 | 2020-07-27 21:13:52.376000 |     0 |       Idle |    5999 |    3257 |
|   140.0 |       140.0 |         0.021 | False | 2020-07-27 21:13:52.376000 |        10.88 | 2020-07-27 21:14:03.256000 |     2 |     Moving |    5466 |    4070 |
|   140.0 |       140.0 |       341.488 | False | 2020-07-27 21:14:03.256000 |      341.467 | 2020-07-27 21:19:44.723000 |     0 |       Idle |    5466 |    4070 |
|   140.0 |       140.0 |       343.634 | False | 2020-07-27 21:19:44.723000 |        2.146 | 2020-07-27 21:19:46.869000 |     0 |      Setup |    5466 |    4070 |
|   140.0 |       140.0 |       363.104 | False | 2020-07-27 21:19:46.869000 |        19.47 | 2020-07-27 21:20:06.339000 |     0 |       Idle |    5466 |    4070 |
|   140.0 |       140.0 |         0.023 | False | 2020-07-27 21:20:06.339000 |       11.982 | 2020-07-27 21:20:18.321000 |     2 |     Moving |    5530 |    4037 |
|   140.0 |       120.0 |       3676.94 | False | 2020-07-27 21:20:18.321000 |     3676.917 | 2020-07-27 22:21:35.238000 |     0 |       Idle |    5530 |    4037 |
|   120.0 |       120.0 |       3699.68 | False | 2020-07-27 22:21:35.238000 |        22.74 | 2020-07-27 22:21:57.978000 |     0 |      Setup |    5530 |    4037 |
|   120.0 |       120.0 |      3727.638 | False | 2020-07-27 22:21:57.978000 |       27.958 | 2020-07-27 22:22:25.936000 |     0 |       Idle |    5530 |    4037 |
|   120.0 |       120.0 |         0.065 | False | 2020-07-27 22:22:25.936000 |      333.999 | 2020-07-27 22:27:59.935000 |    92 |     Moving |    5631 |    4115 |
|   120.0 |         7.0 |      7827.851 | False | 2020-07-27 22:27:59.935000 |     7827.786 | 2020-07-28 00:38:27.721000 |     0 |       Idle |    5631 |    4115 |
|     7.0 |         7.0 |      8272.179 |  True | 2020-07-28 00:38:27.721000 |      444.328 | 2020-07-28 00:45:52.049000 |     0 |      Setup |    5631 |    4115 |
|     7.0 |         7.0 |      8294.318 |  True | 2020-07-28 00:45:52.049000 |       22.139 | 2020-07-28 00:46:14.188000 |     0 |      Setup |    5631 |    4115 |
|     7.0 |         7.0 |      8331.665 |  True | 2020-07-28 00:46:14.188000 |       37.347 | 2020-07-28 00:46:51.535000 |     0 |       Idle |    5631 |    4115 |
|     7.0 |         7.0 |         0.074 |  True | 2020-07-28 00:46:51.535000 |       366.51 | 2020-07-28 00:52:58.045000 |    92 |     Moving |    6142 |    3321 |
|     7.0 |        7.04 |       283.644 |  True | 2020-07-28 00:52:58.045000 |       283.57 | 2020-07-28 00:57:41.615000 |     0 |       Idle |    6142 |    3321 |
|    7.04 |        7.04 |       287.654 |  True | 2020-07-28 00:57:41.615000 |         4.01 | 2020-07-28 00:57:45.625000 |     0 |      Setup |    6142 |    3321 |
|    7.04 |        7.04 |       311.854 |  True | 2020-07-28 00:57:45.625000 |         24.2 | 2020-07-28 00:58:09.825000 |     0 |       Idle |    6142 |    3321 |
|    7.04 |        7.04 |         0.025 |  True | 2020-07-28 00:58:09.825000 |      104.046 | 2020-07-28 00:59:53.871000 |    10 |     Moving |    6066 |    3300 |
|    7.04 |      -86.08 |      7029.247 |  True | 2020-07-28 00:59:53.871000 |     7029.222 | 2020-07-28 02:57:03.093000 |     0 |       Idle |    6066 |    3300 |
|  -86.08 |       -86.7 |      7051.841 | False | 2020-07-28 02:57:03.093000 |       22.594 | 2020-07-28 02:57:25.687000 |     0 |      Setup |    6066 |    3300 |
|   -86.7 |       -86.7 |       7097.06 | False | 2020-07-28 02:57:25.687000 |       45.219 | 2020-07-28 02:58:10.906000 |     0 |       Idle |    6066 |    3300 |
|   -86.7 |       -86.7 |         0.065 | False | 2020-07-28 02:58:10.906000 |      329.485 | 2020-07-28 03:03:40.391000 |    92 |     Moving |    3121 |    5341 |
|   -86.7 |       -86.6 |       336.092 | False | 2020-07-28 03:03:40.391000 |      336.027 | 2020-07-28 03:09:16.418000 |     0 |       Idle |    3121 |    5341 |
|   -86.6 |       -86.6 |       340.328 | False | 2020-07-28 03:09:16.418000 |        4.236 | 2020-07-28 03:09:20.654000 |     0 |      Setup |    3121 |    5341 |
|   -86.6 |       -86.6 |       381.309 | False | 2020-07-28 03:09:20.654000 |       40.981 | 2020-07-28 03:10:01.635000 |     0 |       Idle |    3121 |    5341 |
|   -86.6 |       -86.6 |         0.028 | False | 2020-07-28 03:10:01.635000 |       76.807 | 2020-07-28 03:11:18.442000 |    10 |     Moving |    3119 |    5430 |
|   -86.6 |       -85.0 |      6307.586 | False | 2020-07-28 03:11:18.442000 |     6307.558 |        2020-07-28 04:56:26 |     0 |       Idle |    3119 |    5430 |
|   -85.0 |       -85.0 |      6311.879 | False |        2020-07-28 04:56:26 |        4.293 | 2020-07-28 04:56:30.293000 |     0 |      Setup |    3119 |    5430 |
|   -85.0 |       -85.0 |      6323.361 | False | 2020-07-28 04:56:30.293000 |       11.482 | 2020-07-28 04:56:41.775000 |     0 |       Idle |    3119 |    5430 |
|   -85.0 |       -85.0 |         0.025 | False | 2020-07-28 04:56:41.775000 |       83.492 | 2020-07-28 04:58:05.267000 |    14 |     Moving |    4175 |    3418 |
|  -186.5 |      -189.5 |         0.036 |  True | 2020-08-12 00:28:54.599000 |        1.755 | 2020-08-12 00:28:56.354000 |     0 |       Idle |    2853 |       0 |
|  -189.5 |      -189.5 |         0.124 |  True | 2020-08-12 00:28:56.354000 |        0.088 | 2020-08-12 00:28:56.442000 |     0 |       Idle |    2853 |       0 |
|  -189.5 |     -367.43 |       121.279 |  True | 2020-08-12 00:28:56.442000 |      121.155 | 2020-08-12 00:30:57.597000 |     0 |      Setup |    2853 |    4817 |
| -367.43 |      -368.0 |       145.504 | False | 2020-08-12 00:30:57.597000 |       24.225 | 2020-08-12 00:31:21.822000 |     0 |      Setup |    2853 |    4817 |
|  -368.0 |      -368.0 |       172.125 | False | 2020-08-12 00:31:21.822000 |       26.621 | 2020-08-12 00:31:48.443000 |     0 |       Idle |    2853 |    4817 |
|  -368.0 |      -368.0 |         0.071 | False | 2020-08-12 00:31:48.443000 |      305.185 | 2020-08-12 00:36:53.628000 |    92 |     Moving |    6066 |    4475 |
|  -368.0 |      -368.0 |        32.069 | False | 2020-08-12 00:36:53.628000 |       31.998 | 2020-08-12 00:37:25.626000 |     0 |       Idle |    6066 |    4475 |
|  -368.0 |     -368.03 |       310.995 | False | 2020-08-12 00:37:25.626000 |      278.926 | 2020-08-12 00:42:04.552000 |     0 |      Setup |    6066 |    4475 |
| -368.03 |      -368.0 |       317.695 | False | 2020-08-12 00:42:04.552000 |          6.7 | 2020-08-12 00:42:11.252000 |     0 |      Setup |    6066 |    4475 |
|  -368.0 |      -368.0 |       326.517 | False | 2020-08-12 00:42:11.252000 |        8.822 | 2020-08-12 00:42:20.074000 |     0 |       Idle |    6066 |    4475 |
|  -368.0 |      -368.0 |         0.026 | False | 2020-08-12 00:42:20.074000 |      100.024 | 2020-08-12 00:44:00.098000 |    20 |     Moving |    5204 |    4683 |
|  -368.0 |      -368.0 |       739.246 | False | 2020-08-12 00:44:00.098000 |       739.22 | 2020-08-12 00:56:19.318000 |     0 |       Idle |    5204 |    4683 |
|  -368.0 |      -368.0 |       745.027 | False | 2020-08-12 00:56:19.318000 |        5.781 | 2020-08-12 00:56:25.099000 |     0 |      Setup |    5204 |    4683 |
|  -368.0 |      -368.0 |       765.607 | False | 2020-08-12 00:56:25.099000 |        20.58 | 2020-08-12 00:56:45.679000 |     0 |       Idle |    5204 |    4683 |
|  -368.0 |     -367.99 |         0.024 | False | 2020-08-12 00:56:45.679000 |       96.407 | 2020-08-12 00:58:22.086000 |    19 |     Moving |    6392 |    4412 |
| -367.99 |      -368.0 |       946.104 | False | 2020-08-12 00:58:22.086000 |       946.08 | 2020-08-12 01:14:08.166000 |     0 |       Idle |    6392 |    4412 |
|  -368.0 |      -368.0 |       950.963 | False | 2020-08-12 01:14:08.166000 |        4.859 | 2020-08-12 01:14:13.025000 |     0 |      Setup |    6392 |    4412 |
|  -368.0 |      -368.0 |       961.545 | False | 2020-08-12 01:14:13.025000 |       10.582 | 2020-08-12 01:14:23.607000 |     0 |       Idle |    6392 |    4412 |
|  -368.0 |      -368.0 |         0.025 | False | 2020-08-12 01:14:23.607000 |      124.387 | 2020-08-12 01:16:27.994000 |    14 |     Moving |    6295 |    4429 |
|  -368.0 |      -367.9 |        402.95 | False | 2020-08-12 01:16:27.994000 |      402.925 | 2020-08-12 01:23:10.919000 |     0 |       Idle |    6295 |    4429 |
|  -367.9 |      -367.9 |        406.94 | False | 2020-08-12 01:23:10.919000 |         3.99 | 2020-08-12 01:23:14.909000 |     0 |      Setup |    6295 |    4429 |
|  -367.9 |      -367.9 |       417.973 | False | 2020-08-12 01:23:14.909000 |       11.033 | 2020-08-12 01:23:25.942000 |     0 |       Idle |    6295 |    4429 |
|  -367.9 |      -367.9 |         0.024 | False | 2020-08-12 01:23:25.942000 |       67.653 | 2020-08-12 01:24:33.595000 |    10 |     Moving |    6212 |    4452 |
|  -367.9 |        -7.9 |      5849.251 | False | 2020-08-12 01:24:33.595000 |     5849.227 | 2020-08-12 03:02:02.822000 |     0 |       Idle |    6212 |    4452 |
|    -7.9 |        -7.9 |      5853.199 |  True | 2020-08-12 03:02:02.822000 |        3.948 | 2020-08-12 03:02:06.770000 |     0 |      Setup |    6212 |    4452 |
|    -7.9 |        -7.9 |      5867.253 |  True | 2020-08-12 03:02:06.770000 |       14.054 | 2020-08-12 03:02:20.824000 |     0 |       Idle |    6212 |    4452 |
|    -7.9 |        -7.9 |         0.026 |  True | 2020-08-12 03:02:20.824000 |       67.861 | 2020-08-12 03:03:28.685000 |    10 |     Moving |    5085 |    4648 |
|    -7.9 |        -8.0 |       328.536 |  True | 2020-08-12 03:03:28.685000 |       328.51 | 2020-08-12 03:08:57.195000 |     0 |       Idle |    5085 |    4648 |
|    -8.0 |        -8.0 |       332.771 |  True | 2020-08-12 03:08:57.195000 |        4.235 | 2020-08-12 03:09:01.430000 |     0 |      Setup |    5085 |    4648 |
|    -8.0 |        -8.0 |        351.73 |  True | 2020-08-12 03:09:01.430000 |       18.959 | 2020-08-12 03:09:20.389000 |     0 |       Idle |    5085 |    4648 |
|    -8.0 |        -8.0 |         0.019 |  True | 2020-08-12 03:09:20.389000 |       66.764 | 2020-08-12 03:10:27.153000 |    10 |     Moving |    5002 |    4659 |
|    -8.0 |        -8.0 |      2198.946 |  True | 2020-08-12 03:10:27.153000 |     2198.927 | 2020-08-12 03:47:06.080000 |     0 |       Idle |    5002 |    4659 |
|    -8.0 |        -8.0 |      2202.915 |  True | 2020-08-12 03:47:06.080000 |        3.969 | 2020-08-12 03:47:10.049000 |     0 |      Setup |    5002 |    4659 |
|    -8.0 |        -8.0 |      2211.174 |  True | 2020-08-12 03:47:10.049000 |        8.259 | 2020-08-12 03:47:18.308000 |     0 |       Idle |    5002 |    4659 |
|    -8.0 |        -8.0 |         0.023 |  True | 2020-08-12 03:47:18.308000 |       79.883 | 2020-08-12 03:48:38.191000 |    10 |     Moving |    4547 |    4695 |
|    -8.0 |        -8.0 |         5.528 |  True | 2020-08-12 03:48:38.191000 |        5.505 | 2020-08-12 03:48:43.696000 |     0 |       Idle |    4547 |    4695 |
|    -8.0 |        -8.0 |        10.473 |  True | 2020-08-12 03:48:43.696000 |        4.945 | 2020-08-12 03:48:48.641000 |     0 |      Setup |    4547 |    4695 |
|    -8.0 |        -8.0 |         17.79 |  True | 2020-08-12 03:48:48.641000 |        7.317 | 2020-08-12 03:48:55.958000 |     0 |       Idle |    4547 |    4695 |
|    -8.0 |        -8.0 |         0.025 |  True | 2020-08-12 03:48:55.958000 |      124.129 | 2020-08-12 03:51:00.087000 |    14 |     Moving |    4519 |    4697 |
|    -8.0 |       -7.96 |       244.636 |  True | 2020-08-12 03:51:00.087000 |      244.611 | 2020-08-12 03:55:04.698000 |     0 |       Idle |    4519 |    4697 |
|   -7.96 |       -7.96 |       248.756 |  True | 2020-08-12 03:55:04.698000 |         4.12 | 2020-08-12 03:55:08.818000 |     0 |      Setup |    4519 |    4697 |
|   -7.96 |       -7.96 |       256.886 |  True | 2020-08-12 03:55:08.818000 |         8.13 | 2020-08-12 03:55:16.948000 |     0 |       Idle |    4519 |    4697 |
|   -7.96 |       -7.96 |         0.025 |  True | 2020-08-12 03:55:16.948000 |        66.75 | 2020-08-12 03:56:23.698000 |    10 |     Moving |    4454 |    4700 |
|   -7.96 |       -7.92 |      3924.324 |  True | 2020-08-12 03:56:23.698000 |     3924.299 | 2020-08-12 05:01:47.997000 |     0 |       Idle |    4454 |    4700 |
|   -7.92 |       -7.96 |      3928.565 |  True | 2020-08-12 05:01:47.997000 |        4.241 | 2020-08-12 05:01:52.238000 |     0 |      Setup |    4454 |    4700 |
|   -7.96 |       -7.96 |      3939.209 |  True | 2020-08-12 05:01:52.238000 |       10.644 | 2020-08-12 05:02:02.882000 |     0 |       Idle |    4454 |    4700 |
|   -7.96 |       -7.96 |         0.025 |  True | 2020-08-12 05:02:02.882000 |       83.431 | 2020-08-12 05:03:26.313000 |    14 |     Moving |    2512 |    4614 |
|   -7.96 |      -90.02 |      3264.926 |  True | 2020-08-12 05:03:26.313000 |     3264.901 | 2020-08-12 05:57:51.214000 |     0 |       Idle |    2512 |    4614 |
|  -90.02 |      -90.02 |       3269.88 | False | 2020-08-12 05:57:51.214000 |        4.954 | 2020-08-12 05:57:56.168000 |     0 |      Setup |    2512 |    4614 |
|  -90.02 |      -90.02 |      3272.059 | False | 2020-08-12 05:57:56.168000 |        2.179 | 2020-08-12 05:57:58.347000 |     0 |       Idle |    2512 |    4614 |
|  -90.02 |      -90.02 |         0.026 | False | 2020-08-12 05:57:58.347000 |       85.653 |        2020-08-12 05:59:24 |    14 |     Moving |    2855 |    4824 |
|  -90.02 |       -90.0 |     37133.821 | False |        2020-08-12 05:59:24 |    37133.795 | 2020-08-12 16:18:17.795000 |     0 |       Idle |    2855 |    4824 |
|   -90.0 |       -90.0 |     37156.288 | False | 2020-08-12 16:18:17.795000 |       22.467 | 2020-08-12 16:18:40.262000 |     0 |      Setup |    2855 |    4824 |
|   -90.0 |       -90.0 |     37178.059 | False | 2020-08-12 16:18:40.262000 |       21.771 | 2020-08-12 16:19:02.033000 |     0 |       Idle |    2855 |    4824 |
|   -90.0 |       -90.0 |     37479.471 | False | 2020-08-12 16:19:02.033000 |      301.412 | 2020-08-12 16:24:03.445000 |    92 |     Moving |    2855 |    4822 |
|   -90.0 |       -90.0 |     40231.894 | False | 2020-08-12 16:24:03.445000 |     2752.423 | 2020-08-12 17:09:55.868000 |     0 |       Idle |    2855 |    4822 |
|   -90.0 |       -90.0 |      40254.09 | False | 2020-08-12 17:09:55.868000 |       22.196 | 2020-08-12 17:10:18.064000 |     0 |      Setup |    2855 |    4822 |
|   -90.0 |       -90.0 |      40276.48 | False | 2020-08-12 17:10:18.064000 |        22.39 | 2020-08-12 17:10:40.454000 |     0 |       Idle |    2855 |    4822 |
|   -90.0 |       -90.0 |     40628.632 | False | 2020-08-12 17:10:40.454000 |      352.152 | 2020-08-12 17:16:32.606000 |    92 |     Moving |    2855 |    4821 |
|   -90.0 |       269.5 |     66419.124 | False | 2020-08-12 17:16:32.606000 |    25790.492 | 2020-08-13 00:26:23.098000 |     0 |       Idle |    2855 |    4821 |
|   269.5 |       269.5 |     66428.072 | False | 2020-08-13 00:26:23.098000 |        8.948 | 2020-08-13 00:26:32.046000 |     0 |      Setup |    2855 |    4821 |
|   269.5 |       -90.0 |     66568.429 | False | 2020-08-13 00:26:32.046000 |      140.357 | 2020-08-13 00:28:52.403000 |     0 |       Idle |    2855 |    4821 |
|   -90.0 |       -90.0 |          0.04 | False | 2020-08-13 00:28:52.403000 |      166.178 | 2020-08-13 00:31:38.581000 |    25 |     Moving |    3795 |    4835 |
|   -90.0 |      -307.0 |       400.425 | False | 2020-08-13 00:31:38.581000 |      400.385 | 2020-08-13 00:38:18.966000 |     0 |       Idle |    3795 |    4835 |
|  -307.0 |     -316.57 |      2152.967 | False | 2020-08-13 00:38:18.966000 |     1752.542 | 2020-08-13 01:07:31.508000 |     0 |      Setup |    3795 |    4835 |
| -316.57 |     -361.19 |      2159.954 | False | 2020-08-13 01:07:31.508000 |        6.987 | 2020-08-13 01:07:38.495000 |     0 |      Setup |    3795 |    4835 |
| -361.19 |     -350.21 |      2167.984 | False | 2020-08-13 01:07:38.495000 |         8.03 | 2020-08-13 01:07:46.525000 |     0 |       Idle |    3795 |    4835 |
| -350.21 |      -307.0 |         0.045 | False | 2020-08-13 01:07:46.525000 |      166.059 | 2020-08-13 01:10:32.584000 |    25 |     Moving |    6004 |    5875 |
|  -307.0 |      -307.0 |         0.132 | False | 2020-08-13 02:16:13.673000 |        1.859 | 2020-08-13 02:16:15.532000 |     0 |       Idle |    5586 |       0 |
|  -307.0 |     -306.96 |       432.618 | False | 2020-08-13 02:16:15.532000 |      432.486 | 2020-08-13 02:23:28.018000 |     0 |      Setup |    5586 |    5395 |
| -306.96 |     -306.96 |       437.034 | False | 2020-08-13 02:23:28.018000 |        4.416 | 2020-08-13 02:23:32.434000 |     0 |      Setup |    5586 |    5395 |
| -306.96 |     -306.96 |       463.346 | False | 2020-08-13 02:23:32.434000 |       26.312 | 2020-08-13 02:23:58.746000 |     0 |       Idle |    5586 |    5395 |
| -306.96 |     -306.96 |         0.025 | False | 2020-08-13 02:23:58.746000 |      128.759 | 2020-08-13 02:26:07.505000 |    12 |     Moving |    5444 |    5216 |
| -306.96 |     -288.12 |      2851.628 | False | 2020-08-13 02:26:07.505000 |     2851.603 | 2020-08-13 03:13:39.108000 |     0 |       Idle |    5444 |    5216 |
| -288.12 |     -289.23 |      2855.917 | False | 2020-08-13 03:13:39.108000 |        4.289 | 2020-08-13 03:13:43.397000 |     0 |      Setup |    5444 |    5216 |
| -289.23 |      -295.0 |      2875.271 | False | 2020-08-13 03:13:43.397000 |       19.354 | 2020-08-13 03:14:02.751000 |     0 |       Idle |    5444 |    5216 |
|  -295.0 |      -295.0 |         0.028 | False | 2020-08-13 03:14:02.751000 |       69.583 | 2020-08-13 03:15:12.334000 |    14 |     Moving |    5202 |    4235 |
|  -295.0 |     -255.83 |       397.169 | False | 2020-08-13 03:15:12.334000 |      397.141 | 2020-08-13 03:21:49.475000 |     0 |       Idle |    5202 |    4235 |
| -255.83 |     -297.28 |       419.707 | False | 2020-08-13 03:21:49.475000 |       22.538 | 2020-08-13 03:22:12.013000 |     0 |      Setup |    5202 |    4235 |
| -297.28 |     -286.48 |       426.113 | False | 2020-08-13 03:22:12.013000 |        6.406 | 2020-08-13 03:22:18.419000 |     0 |       Idle |    5202 |    4235 |
| -286.48 |      -252.0 |         0.091 | False | 2020-08-13 03:22:18.419000 |      346.816 | 2020-08-13 03:28:05.235000 |    92 |     Moving |    5190 |    4780 |
|  -252.0 |      -252.0 |       228.701 | False | 2020-08-13 03:28:05.235000 |       228.61 | 2020-08-13 03:31:53.845000 |     0 |       Idle |    5190 |    4780 |
|  -252.0 |      -252.0 |       232.879 | False | 2020-08-13 03:31:53.845000 |        4.178 | 2020-08-13 03:31:58.023000 |     0 |      Setup |    5190 |    4780 |
|  -252.0 |      -252.0 |       239.207 | False | 2020-08-13 03:31:58.023000 |        6.328 | 2020-08-13 03:32:04.351000 |     0 |       Idle |    5190 |    4780 |
|  -252.0 |      -252.0 |         0.026 | False | 2020-08-13 03:32:04.351000 |        92.06 | 2020-08-13 03:33:36.411000 |    10 |     Moving |    5215 |    4719 |
|  -252.0 |      -252.0 |       973.379 | False | 2020-08-13 03:33:36.411000 |      973.353 | 2020-08-13 03:49:49.764000 |     0 |       Idle |    5215 |    4719 |
|  -252.0 |      -252.0 |      1008.017 | False | 2020-08-13 03:49:49.764000 |       34.638 | 2020-08-13 03:50:24.402000 |     0 |       Idle |    5215 |    4719 |
|  -252.0 |      -252.0 |         0.022 | False | 2020-08-13 03:50:24.402000 |        11.69 | 2020-08-13 03:50:36.092000 |     2 |     Moving |    5293 |    4530 |
|  -252.0 |      -252.0 |      1262.576 | False | 2020-08-13 03:50:36.092000 |     1262.554 | 2020-08-13 04:11:38.646000 |     0 |       Idle |    5293 |    4530 |
|  -252.0 |      -252.0 |      1267.023 | False | 2020-08-13 04:11:38.646000 |        4.447 | 2020-08-13 04:11:43.093000 |     0 |      Setup |    5293 |    4530 |
|  -252.0 |      -252.0 |      1312.916 | False | 2020-08-13 04:11:43.093000 |       45.893 | 2020-08-13 04:12:28.986000 |     0 |       Idle |    5293 |    4530 |
|  -252.0 |      -252.0 |         0.025 | False | 2020-08-13 04:12:28.986000 |       96.304 | 2020-08-13 04:14:05.290000 |    12 |     Moving |    5404 |    4276 |
|  -252.0 |      -252.0 |       149.345 | False | 2020-08-13 04:14:05.290000 |       149.32 | 2020-08-13 04:16:34.610000 |     0 |       Idle |    5404 |    4276 |
|  -252.0 |      -252.0 |       153.801 | False | 2020-08-13 04:16:34.610000 |        4.456 | 2020-08-13 04:16:39.066000 |     0 |      Setup |    5404 |    4276 |
|  -252.0 |      -252.0 |       154.878 | False | 2020-08-13 04:16:39.066000 |        1.077 | 2020-08-13 04:16:40.143000 |     0 |       Idle |    5404 |    4276 |
|  -252.0 |      -252.0 |         0.024 | False | 2020-08-13 04:16:40.143000 |       96.505 | 2020-08-13 04:18:16.648000 |    12 |     Moving |    5425 |    4231 |
|  -252.0 |      -252.0 |         36.76 | False | 2020-08-13 04:18:16.648000 |       36.736 | 2020-08-13 04:18:53.384000 |     0 |       Idle |    5425 |    4231 |
|  -252.0 |      -252.0 |         0.023 | False | 2020-08-13 04:18:53.384000 |        7.389 | 2020-08-13 04:19:00.773000 |     0 |     Moving |    5428 |    4224 |
|  -252.0 |      -252.0 |         28.03 | False | 2020-08-13 04:19:00.773000 |       28.007 | 2020-08-13 04:19:28.780000 |     0 |       Idle |    5428 |    4224 |
|  -252.0 |      -252.0 |         0.022 | False | 2020-08-13 04:19:28.780000 |        7.464 | 2020-08-13 04:19:36.244000 |     0 |     Moving |    5431 |    4217 |
|  -252.0 |      -90.05 |      4583.308 | False | 2020-08-13 04:19:36.244000 |     4583.286 | 2020-08-13 05:35:59.530000 |     0 |       Idle |    5431 |    4217 |
|  -90.05 |      -90.05 |      4587.494 | False | 2020-08-13 05:35:59.530000 |        4.186 | 2020-08-13 05:36:03.716000 |     0 |      Setup |    5431 |    4217 |
|  -90.05 |      -90.05 |      4588.771 | False | 2020-08-13 05:36:03.716000 |        1.277 | 2020-08-13 05:36:04.993000 |     0 |       Idle |    5431 |    4217 |
|  -90.05 |      -90.05 |         0.024 | False | 2020-08-13 05:36:04.993000 |        84.55 | 2020-08-13 05:37:29.543000 |    14 |     Moving |    2855 |    4822 |
|  -90.05 |      -90.05 |       322.725 | False | 2020-08-13 05:37:29.543000 |      322.701 | 2020-08-13 05:42:52.244000 |     0 |       Idle |    2855 |    4822 |
|  -90.05 |      -90.05 |       327.649 | False | 2020-08-13 05:42:52.244000 |        4.924 | 2020-08-13 05:42:57.168000 |     0 |      Setup |    2855 |    4822 |
|  -90.05 |      -90.05 |       329.728 | False | 2020-08-13 05:42:57.168000 |        2.079 | 2020-08-13 05:42:59.247000 |     0 |       Idle |    2855 |    4822 |
|  -90.05 |      -90.05 |       414.476 | False | 2020-08-13 05:42:59.247000 |       84.748 | 2020-08-13 05:44:23.995000 |    14 |     Moving |    2855 |    4822 |
|  -90.05 |      -90.05 |       738.476 | False | 2020-08-13 05:44:23.995000 |        324.0 | 2020-08-13 05:49:47.995000 |     0 |       Idle |    2855 |    4822 |
|  -90.05 |      -90.05 |       761.005 | False | 2020-08-13 05:49:47.995000 |       22.529 | 2020-08-13 05:50:10.524000 |     0 |      Setup |    2855 |    4822 |
|  -90.05 |      -90.05 |       762.585 | False | 2020-08-13 05:50:10.524000 |         1.58 | 2020-08-13 05:50:12.104000 |     0 |       Idle |    2855 |    4822 |
|  -90.05 |      -90.05 |      1096.124 | False | 2020-08-13 05:50:12.104000 |      333.539 | 2020-08-13 05:55:45.643000 |    92 |     Moving |    2855 |    4822 |
